classification_ethnologue,classification_glottolog,classification_wals,code_glottolog,code_iso,code_wals,description,ethnologue_family,glottolog_family,id,jsondata,latitude,long_extinct,longitude,markup_description,name,number_of_speakers,pk,recently_extinct,txt,wals_family,wals_genus,wordlist_pk,year_of_extinction
"Indo-European,Italic,Romance,Eastern","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,BalkanRomance",IE.ROMANCE,megl1237,ruq,,,Indo-European,Indo-European,ROMANIAN_MEGLENO,{},41.12,False,22.38,,Romanian Megleno,5000,4120,False,"ROMANIAN_MEGLENO{IE.ROMANCE|Indo-European,Italic,Romance,Eastern@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,BalkanRomance}
 1   41.12   22.38        5000         ruq
1 I	yo, yew, iwe //
2 you	tu //
3 we	noy //
11 one	un //
12 two	doy //
18 person	wom //
19 fish	peaSti //
21 dog	koyni //
22 louse	pidukLu //
23 tree	arbur //
25 leaf	frunz3 //
28 skin	koaZ3 //
30 blood	sonzi //
31 bone	wos //
34 horn	korn //
39 ear	ureakL3 //
40 eye	wokLu //
41 nose	nas //
43 tooth	dinti //
44 tongue	limbe //
47 knee	zinkLu //
48 hand	mon3 //
51 breast	Ciept, sin //
53 liver	drop //
54 drink	beaw //
57 see	vet //
58 hear	ut //
61 die	mor //
66 come	vin //
72 sun	soari //
74 star	stew3 //
75 water	apu //
77 stone	rop3 //
82 fire	fok //
85 path	drum //
86 mountain	munti //
92 night	noapti //
95 full	plin, amplin //
96 new	now //
100 name	numi //",IE,ROMANCE,4120,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",IE.ROMANCE,roma1326,roh,rmc,,Indo-European,Indo-European,ROMANSH_GRISHUN,{},46.55,False,9.93,,Romansh Grishun,40000,4121,False,"ROMANSH_GRISHUN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian}
 1   46.55    9.93       40000   rmc   roh
1 I	yaw //
2 you	ti //
3 we	nus //
11 one	en //
12 two	dus //
18 person	k3rSTawn //
19 fish	peS //
21 dog	Tawn //
22 louse	pluL //
23 tree	plant3 //
25 leaf	feL //
28 skin	pel //
30 blood	saNk //
31 bone	os //
34 horn	korn3 //
39 ear	ureL3 //
40 eye	eL //
41 nose	nas //
43 tooth	dEnt //
44 tongue	lyewNg3 //
47 knee	Z3neye //
48 hand	mawn //
51 breast	pET //
53 liver	5irom //
54 drink	bayv3r //
57 see	v3zayr //
58 hear	udir //
61 die	murir //
66 come	v35ir //
72 sun	suleL //
74 star	Stayl3 //
75 water	aw3 //
77 stone	krap //
82 fire	fyew //
85 path	vi3 //
86 mountain	munto53 //
92 night	noT //
95 full	playn //
96 new	nof //
100 name	num //",IE,ROMANCE,4121,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",IE.ROMANCE,roma1326,roh,rsm,,Indo-European,Indo-European,ROMANSH_SURMIRAN,{},46.55,False,9.93,,Romansh Surmiran,40000,4122,False,"ROMANSH_SURMIRAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian}
 1   46.55    9.93       40000   rsm   roh
1 I	i3 //
2 you	te //
3 we	nows //
11 one	en //
12 two	dus //
18 person	k3rstaN //
19 fish	peS //
21 dog	TaN //
22 louse	pluL //
23 tree	plant3 //
25 leaf	fiL //
28 skin	pel //
30 blood	saNk //
31 bone	os //
34 horn	korn3 //
39 ear	urey3 //
40 eye	iL //
41 nose	nas //
43 tooth	daynt //
44 tongue	LaNg3 //
47 knee	g3nuL //
48 hand	maN //
51 breast	pET //
53 liver	nirom //
54 drink	bev3r //
57 see	vEkr //
58 hear	santkEr //
61 die	murEkr //
66 come	nEkr //
72 sun	suLeL //
74 star	stEyl3 //
75 water	av3 //
77 stone	krap //
82 fire	fi //
85 path	vey3 //
86 mountain	munto53 //
92 night	noT //
95 full	pla5 //
96 new	nof //
100 name	nom //",IE,ROMANCE,4122,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",IE.ROMANCE,roma1326,roh,rmc,,Indo-European,Indo-European,ROMANSH_SURSILVAN,{},46.67,False,8.83,,Romansh Sursilvan,40000,4123,False,"ROMANSH_SURSILVAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian}
 1   46.67    8.83       40000   rmc   roh
1 I	yEu //
2 you	ti //
3 we	nus //
11 one	in //
12 two	dus //
18 person	pErsun3 //
19 fish	pES //
21 dog	Caun //
22 louse	pluL //
23 tree	plont3 //
25 leaf	fEL //
28 skin	py~al //
30 blood	sauN //
31 bone	ies, os //
34 horn	Ciern //
39 ear	ureL3 //
40 eye	eL //
41 nose	nas //
43 tooth	dEnt //
44 tongue	ly~EuNga //
47 knee	SanuL //
48 hand	maun //
51 breast	pEc, sein //
53 liver	dir //
54 drink	beibEr //
57 see	v3zEr //
58 hear	udir //
61 die	murir //
66 come	ve5ir //
72 sun	sulEL //
74 star	Steil3 //
77 stone	krap //
82 fire	fy~ug //
85 path	sEnd3, via //
86 mountain	kuolm, munto53 //
92 night	noC //
95 full	plein //
96 new	nief //
100 name	num //",IE,ROMANCE,4123,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",IE.ROMANCE,roma1326,roh,rmc,,Indo-European,Indo-European,ROMANSH_VALLADER,{},46.55,False,9.93,,Romansh Vallader,40000,4124,False,"ROMANSH_VALLADER{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian}
 1   46.55    9.93       40000   rmc   roh
1 I	Ew //
2 you	tu //
3 we	nus //
11 one	un //
12 two	dwos, dus //
18 person	uman //
19 fish	peS //
21 dog	San //
22 louse	plwoL //
23 tree	bEsS //
25 leaf	foL3 //
28 skin	pel //
30 blood	saNk //
31 bone	os //
34 horn	korn3 //
39 ear	uraL3 //
40 eye	oL //
41 nose	nas //
43 tooth	daynt //
44 tongue	lew3 //
47 knee	ZnwoL //
48 hand	man //
51 breast	pet //
53 liver	53rom, 4irom //
54 drink	bayv3r //
57 see	v3Cer, v3rer //
58 hear	dudir //
61 die	murir //
66 come	5ir //
72 sun	sulay //
74 star	stayl3 //
75 water	aw3 //
77 stone	krap //
82 fire	fo //
85 path	vi3 //
86 mountain	munto53 //
92 night	not //
95 full	playn //
96 new	nowf //
100 name	nom //",IE,ROMANCE,4124,
"Indo-European,Italic,Romance,Southern,Sardinian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,SouthernRomance,Sardo-Corsican,Sardinian",IE.ROMANCE,,,,,Indo-European,Indo-European,SARDINIAN,{},40.0,False,9.0,,Sardinian,0,4125,False,"SARDINIAN{IE.ROMANCE|Indo-European,Italic,Romance,Southern,Sardinian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,SouthernRomance,Sardo-Corsican,Sardinian}
 1   40.00    9.00           0            
1 I	deo //
3 we	nos //
11 one	unu //
12 two	duos //
18 person	pesone //
19 fish	piSe //
21 dog	kane //
22 louse	priogu //
23 tree	arvure //
25 leaf	foza //
28 skin	pede //
30 blood	sambene //
31 bone	osu //
34 horn	koru //
39 ear	uriga //
40 eye	ogu //
41 nose	nasu //
43 tooth	dente //
44 tongue	limba //
47 knee	enugu //
48 hand	manu //
51 breast	petus //
53 liver	figadu //
54 drink	biere //
57 see	biere //
58 hear	intendere //
61 die	morere //
66 come	benere //
72 sun	sole //
74 star	isteda //
75 water	aba //
77 stone	pedra //
82 fire	fogu //
85 path	istrada //
86 mountain	munta5a //
92 night	note //
95 full	prenu //
96 new	nou //
100 name	lumene //",IE,ROMANCE,4125,
"Indo-European,Italic,Romance,Southern,Sardinian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,SouthernRomance,Sardo-Corsican,Sardinian",IE.ROMANCE,camp1261,sro,srd,,Indo-European,Indo-European,SARDINIAN_CAMPIDANESE,{},39.06,False,9.04,,Sardinian Campidanese,500000,4126,False,"SARDINIAN_CAMPIDANESE{IE.ROMANCE|Indo-European,Italic,Romance,Southern,Sardinian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,SouthernRomance,Sardo-Corsican,Sardinian}
 1   39.06    9.04      500000   srd   sro
1 I	dEw //
2 you	tuy //
3 we	nozu, nozatruzu //
11 one	unu //
12 two	duzu //
18 person	omini //
19 fish	piSi //
21 dog	kai //
22 louse	prioxu //
23 tree	mata //
25 leaf	fola //
28 skin	pEdi //
30 blood	SaNguni //
31 bone	osu //
34 horn	koru //
39 ear	orixa //
40 eye	oxu //
41 nose	nazu //
43 tooth	dEnti //
44 tongue	limba //
47 knee	jenuxu //
48 hand	manu //
51 breast	pitura //
53 liver	figaw //
54 drink	bufay //
57 see	biri, bidi //
58 hear	intEndi //
61 die	mori //
66 come	bEni //
72 sun	soli //
74 star	stEda //
75 water	aba //
77 stone	perda, pedra //
82 fire	foxu //
85 path	aruxa //
86 mountain	monti //
92 night	noti //
95 full	prenu //
96 new	now //
100 name	nomini //",IE,ROMANCE,4126,
"Indo-European,Italic,Romance,Southern,Sardinian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,SouthernRomance,Sardo-Corsican,Sardinian",IE.ROMANCE,logu1236,src,,,Indo-European,Indo-European,SARDINIAN_LOGUDARESE,{},40.5,False,9.1,,Sardinian Logudarese,500000,4127,False,"SARDINIAN_LOGUDARESE{IE.ROMANCE|Indo-European,Italic,Romance,Southern,Sardinian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,SouthernRomance,Sardo-Corsican,Sardinian}
 1   40.50    9.10      500000         src
1 I	deo //
2 you	tue //
3 we	nois //
11 one	unu //
12 two	duos //
18 person	omine //
19 fish	piske //
21 dog	kane //
22 louse	preuku //
23 tree	arvure, arvule //
25 leaf	foZa //
28 skin	pede //
30 blood	sambene //
31 bone	osu //
34 horn	koru //
39 ear	orikra //
40 eye	okru //
41 nose	nasu //
43 tooth	dente //
44 tongue	limba //
47 knee	benukru //
48 hand	manu //
51 breast	petora //
53 liver	fikadu //
54 drink	bufare //
57 see	biere //
58 hear	intendere //
61 die	morere //
66 come	benere //
72 sun	sole //
74 star	isteda //
75 water	aba //
77 stone	perda //
82 fire	fogu //
85 path	istrada //
86 mountain	monte //
92 night	note //
95 full	prenu //
96 new	novu //
100 name	lumene //",IE,ROMANCE,4127,
"Indo-European,Italic,Romance,Southern,Sardinian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,sass1235,sdc,,,Indo-European,Indo-European,SASSARESE,{},40.81,False,8.62,,Sassarese,100000,4128,False,"SASSARESE{IE.ROMANCE|Indo-European,Italic,Romance,Southern,Sardinian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   40.81    8.62      100000         sdc
1 I	eu //
2 you	Edu //
3 we	noi //
11 one	unu //
12 two	dui // //
18 person	pasona //
19 fish	pESu //
21 dog	kani //
22 louse	pidoCu //
23 tree	trE //
25 leaf	foLa //
28 skin	pedi //
30 blood	saNgu //
31 bone	osu //
34 horn	koru //
39 ear	areCi //
40 eye	oCi //
41 nose	nazu //
43 tooth	gaSara //
44 tongue	liNga //
47 knee	jinoCi //
48 hand	manu //
51 breast	tita //
53 liver	figadu //
54 drink	bi //
57 see	vide //
58 hear	intindi //
61 die	muri //
66 come	vini //
72 sun	sori //
74 star	iLEla //
75 water	Eba //
77 stone	preda //
82 fire	fogu //
85 path	kaminu //
86 mountain	monti //
92 night	noti //
95 full	pyEnu // //
96 new	nobu //
100 name	inomu //",IE,ROMANCE,4128,
"Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance",IE.ROMANCE,sici1248,scn,,,Indo-European,Indo-European,SICILIAN_UnnamedInSource,{},37.5,False,14.0,,Sicilian Unnamedinsource,4700000,4129,False,"SICILIAN_UnnamedInSource{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance}
 1   37.50   14.00     4700000         scn
1 I	iu, eu //
3 we	nuautri //
11 one	unu //
12 two	du, dui //
18 person	pirsuna //
19 fish	peSi, piSi //
21 dog	kani //
23 tree	arbulu //
25 leaf	fogia //
28 skin	pedi //
30 blood	saNgu //
31 bone	osu //
34 horn	kornutu //
39 ear	orikia //
40 eye	okiu //
41 nose	naska, nasu //
43 tooth	denti //
44 tongue	liNw~a //
47 knee	dinokiu //
48 hand	manu //
51 breast	petu, mina //
53 liver	fiCatu //
54 drink	biviri, vippita //
57 see	vidiri //
58 hear	sentiri, ascutari //
61 die	moriri, muriri //
66 come	veniri, viniri //
72 sun	suli //
74 star	stida //
75 water	akw~a //
77 stone	petra //
82 fire	foku //
85 path	strata, via //
86 mountain	munta5a //
92 night	noti //
95 full	Cinu, saciu //
96 new	novu //
100 name	nomi, nomu //",IE,ROMANCE,4129,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Castilian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Castilic",IE.ROMANCE,stan1288,spa,spa,,Indo-European,Indo-European,SPANISH,{},40.0,False,-4.0,,Spanish,442384990,4130,False,"SPANISH{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Castilian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Castilic}
 1   40.00   -4.00   442384990   spa   spa
1 I	yo //
2 you	ustet, tu //
3 we	nosotros //
4 this	este //
5 that	ese, akely~a //
6 who	kien //
7 what	ke //
8 not	no //
9 all	todos //
10 many	muCos //
11 one	uno //
12 two	dos //
13 big	grande //
14 long	largo //
15 small	peke5o, Ciko //
16 woman	muher //
17 man	ombre //
18 person	persona //
19 fish	peskado, pes //
20 bird	ave, paharo //
21 dog	pero //
22 louse	pioho //
23 tree	arbol, palo //
24 seed	semiya //
25 leaf	oha //
26 root	rais //
27 bark	kortesa, kaskara //
28 skin	piel //
29 flesh	karne //
30 blood	sangre //
31 bone	weso //
32 grease	grasa //
33 egg	wevo //
34 horn	kw~erno //
35 tail	kola, rabo //
36 feather	pluma //
37 hair	pelo, kabeyo //
38 head	kabesa //
39 ear	oreha //
40 eye	oho //
41 nose	naris //
42 mouth	boka //
43 tooth	diente //
44 tongue	lengw~a //
45 claw	gara //
46 foot	pie, pata //
47 knee	rodiya //
48 hand	mano //
49 belly	bariga //
50 neck	kw~eyo, peskw~eso //
51 breast	peCo, seno //
52 heart	korason //
53 liver	igado //
54 drink	bebe, toma //
55 eat	kome //
56 bite	morde //
57 see	ve //
58 hear	oir //
59 know	sabe, konose //
60 sleep	dormi //
61 die	mori //
62 kill	mata //
63 swim	nada //
64 fly	vola //
65 walk	anda, kamina //
66 come	veni //
67 lie	akosta, eCa //
68 sit	senta //
69 stand	esta de pie //
70 give	da //
71 say	desi //
72 sun	sol //
73 moon	luna //
74 star	estreya //
75 water	agw~a //
76 rain	yuvia //
77 stone	piedra //
78 sand	arena //
79 earth	tiera //
80 cloud	nube //
81 smoke	umo //
82 fire	fuego //
83 ash	senisa //
84 burn	kema, arde //
85 path	senda //
86 mountain	sero, monta5a //
87 red	roho, kolorado //
88 green	verde //
89 yellow	amariyo //
90 white	blanko //
91 black	negro //
92 night	noCe //
93 hot	kaliente //
94 cold	frio //
95 full	yeno //
96 new	nuevo //
97 good	bw~eno //
98 round	redondo //
99 dry	seko //
100 name	nombre //",IE,ROMANCE,4130,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Castilian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Castilic",IE.ROMANCE,stan1288,spa,spa,,Indo-European,Indo-European,SPANISH_2,{},40.0,False,-4.0,,Spanish 2,442384990,4131,False,"SPANISH_2{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Castilian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Castilic}
 1   40.00   -4.00   442384990   spa   spa
1 I	So //
2 you	tu //
3 we	nosotros //
4 this	esto //
5 that	eso, esto //
6 who	kyen //
7 what	ke //
8 not	no //
9 all	to8o //
11 one	uno //
12 two	dos //
13 big	grande //
14 long	larxo //
15 small	peke5o //
16 woman	muxer //
17 man	ombre //
18 person	ombre, ser umano //
19 fish	pe8 //
20 bird	abe, paxaro //
21 dog	pero //
22 louse	pyoxo //
23 tree	arbol //
24 seed	syembra //
25 leaf	oxa //
26 root	rai8 //
27 bark	korte8a //
28 skin	pyel //
29 flesh	karne //
30 blood	saNgre //
31 bone	weso //
32 grease	grasa //
33 egg	webo //
34 horn	asta, kwerno //
35 tail	kola //
36 feather	pluma //
37 hair	kabeSo //
38 head	kabe8a //
39 ear	orexa //
40 eye	oxo //
41 nose	nari8 //
42 mouth	boka //
43 tooth	dyente //
44 tongue	leNgwa //
45 claw	u5a //
46 foot	pye //
47 knee	ro8iSa //
48 hand	mano //
49 belly	byentre //
50 neck	kweSo //
51 breast	peCo //
52 heart	kora8on //
53 liver	ixa8o //
54 drink	beber //
55 eat	komer //
56 bite	mor8er //
57 see	ber //
58 hear	oir //
59 know	saber //
60 sleep	dormir //
61 die	morir //
62 kill	matar //
63 swim	na8ar //
64 fly	bolar //
65 walk	andar //
66 come	benir //
67 lie	Sa8er, estar akosta8o //
68 sit	estar senta8o //
69 stand	estar 8e pye //
70 give	dar //
71 say	de8ir //
72 sun	sol //
73 moon	luna //
74 star	estreSa //
75 water	axwa //
76 rain	Subya //
77 stone	pye8ra //
78 sand	arena //
79 earth	tyera //
80 cloud	nube //
81 smoke	wmo //
82 fire	fwexo //
83 ash	8eni8a //
84 burn	ar8er, kemar //
85 path	sendero //
86 mountain	monte, monta5a //
87 red	roxo //
88 green	ber8e //
89 yellow	amariSo //
90 white	blaNko //
91 black	nexro //
92 night	noCe //
93 hot	kali8o, kalyente //
94 cold	frio //
95 full	Seno //
96 new	nwebo //
97 good	bweno //
98 round	re8ondo //
99 dry	seko //
100 name	nombre //",IE,ROMANCE,4131,
"Indo-European,Italic,Romance,Eastern","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,BalkanRomance",IE.ROMANCE,arom1237,rup,,,Indo-European,Indo-European,TURIA_AROMANIAN,{},40.0,False,20.75,,Turia Aromanian,112960,4132,False,"TURIA_AROMANIAN{IE.ROMANCE|Indo-European,Italic,Romance,Eastern@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,BalkanRomance}
 1   40.00   20.75      112960         rup
1 I	yo //
2 you	tini //
3 we	noy //
11 one	unw~ //
12 two	doi, doaua //
18 person	omw~ //
28 skin	ky~ali //
30 blood	sanc~i //
31 bone	os //
34 horn	kornu //
39 ear	ureakLi //
40 eye	okLu //
41 nose	nari //
43 tooth	dind~i //
44 tongue	limb~a //
47 knee	cinukLu //
48 hand	mana //
51 breast	caca //
53 liver	layw~ ikatw~ //
75 water	apa //
77 stone	ky~itriCa, gurguLi //
85 path	ky~ali //
86 mountain	munt~i, mund~i //",IE,ROMANCE,4132,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,EastIberian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance",IE.ROMANCE,stan1289,cat,ctl,,Indo-European,Indo-European,VALENCIAN,{},39.47,False,-0.38,,Valencian,4053310,4133,False,"VALENCIAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,EastIberian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance}
 1   39.47   -0.38     4053310   ctl   cat
1 I	yo //
2 you	tu //
3 we	nosaltres //
11 one	uns //
12 two	dos //
18 person	persone //
19 fish	peiS //
21 dog	gos //
23 tree	arbre //
25 leaf	fuLa //
28 skin	peL //
30 blood	saN //
31 bone	os //
34 horn	ba5a //
39 ear	orELa //
40 eye	uL //
41 nose	nas //
43 tooth	dent //
44 tongue	LeNgw$a //
47 knee	CinoL //
48 hand	ma //
54 drink	bEure //
57 see	vEure //
58 hear	sentir //
61 die	morir //
72 sun	sol //
74 star	estrEla, estEl //
75 water	aixw~a //
77 stone	pe8ra //
82 fire	fok //
85 path	kami //
86 mountain	munta5a //
92 night	nit //
95 full	plE //
96 new	now, nou //
100 name	nom //",IE,ROMANCE,4133,
"Indo-European,Italic,Romance,Eastern","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,BalkanRomance",IE.ROMANCE,arom1237,rup,,,Indo-European,Indo-European,VLACH,{},39.67,False,21.33,,Vlach,112960,4134,False,"VLACH{IE.ROMANCE|Indo-European,Italic,Romance,Eastern@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,EasternRomance,BalkanRomance}
 1   39.67   21.33      112960         rup
1 I	eu, siNuru //
2 you	tini //
3 we	noi //
11 one	unu, una //
12 two	dui, doua //
18 person	omu, birbatu //
19 fish	pesku //
23 tree	arbor, pomu //
28 skin	kiali //
30 blood	sinca //
39 ear	uriacli //
40 eye	okklu //
43 tooth	dinti //
44 tongue	limba //
47 knee	cinuklu //
48 hand	mina //
51 breast	keptu //
54 drink	abea, beaun, midu //
57 see	vedu //
58 hear	aseultu, andu //
61 die	moru //
66 come	gini, yinu //
72 sun	suari //
74 star	stiaua //
75 water	apa //
77 stone	gena, osu, kiatra //
82 fire	foku //
86 mountain	mundi, jana //
92 night	napte, lopti, nuapti //
95 full	mplinu //
96 new	nou //
100 name	numa //",IE,ROMANCE,4134,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Oil,French","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil",IE.ROMANCE,wall1255,wln,,,Indo-European,Indo-European,WALLOON,{},50.22,False,5.15,,Walloon,600000,4135,False,"WALLOON{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Oil,French@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil}
 1   50.22    5.15      600000         wln
1 I	Ce //
2 you	te //
3 we	nos //
11 one	E* //
18 person	o*m //
21 dog	Ce* //
28 skin	pow //
39 ear	oreye //
40 eye	ui //
54 drink	bwEr //
58 hear	Sute //
61 die	murrir //
66 come	vnir //
74 star	twEl //
75 water	Ew3 //
82 fire	fE //
85 path	vwa*y //
95 full	pli* //
96 new	novEl //",IE,ROMANCE,4135,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Oil,French","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil",IE.ROMANCE,wall1255,wln,,,Indo-European,Indo-European,WALLOON_2,{},50.22,False,5.15,,Walloon 2,600000,4136,False,"WALLOON_2{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Oil,French@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil}
 1   50.22    5.15      600000         wln
1 I	Ce //
2 you	te //
3 we	nos //
11 one	E* //
18 person	o*m //
21 dog	Ce* //
28 skin	pow //
39 ear	oreye //
40 eye	ui //
54 drink	bwEr //
58 hear	Sute //
61 die	murrir //
66 come	vnir //
74 star	twEl //
75 water	Ew3 //
82 fire	fE //
85 path	vwa*y //
95 full	pli* //
96 new	novEl //",IE,ROMANCE,4136,
